Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg F),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg F),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg F),Thermocouple 2 (deg F),Thermocouple 3 (deg F),Thermocouple 4 (deg F),CHT 4 (deg F),EGT 4 (deg F),CHT 3 (deg F),EGT 3 (deg F),CHT 2 (deg F),EGT 2 (deg F),CHT 1 (deg F),EGT 1 (deg F),Thermocouple 13 (deg F),Thermocouple 14 (deg F),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg F),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,RPM,AVG_CHT,CHT_OAT_Ratio,OIL_OAT_Ratio,Fuel Flow Integral,Distance Traveled,Max CHT,Engine Run,Flight ID,Fuel Flow,MPG
94.06,2.0,10.0,2026-03-11 00:10:22,36.88899,-121.40332,254.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.5,216.3,0.0,-7.0,0.0,-0.01,1.0,,12.0,75.2,0.0,30.15,1051.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.0,,0.0,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,255.2,188.6,264.2,212.0,264.2,208.4,260.6,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.831,0.0,180.86,,,,,,0.0,261.05,3.471409574468085,2.4122340425531914,0.0037500000000000003,0.9276666666666666,408.2,True,2026-03-11 00:08:48 - Flight 2,0.0,0.0
95.06,2.0,10.0,2026-03-11 00:10:23,36.88899,-121.40332,255.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.5,216.3,0.0,-7.0,0.0,-0.01,1.0,,35.0,75.2,0.0,30.15,1051.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.0,,0.0,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,255.2,188.6,264.2,212.0,264.2,208.4,260.6,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.831,0.0,180.86,,,,,,0.0,261.05,3.471409574468085,2.4122340425531914,0.0037500000000000003,0.9276666666666666,408.2,True,2026-03-11 00:08:48 - Flight 2,0.0,0.0
96.06,2.0,10.0,2026-03-11 00:10:24,36.88899,-121.40333,256.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.6,216.4,0.0,-7.0,0.0,-0.01,1.0,,62.0,75.2,0.0,30.15,1051.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.0,,0.0,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,255.2,188.6,264.2,212.0,264.2,208.4,260.6,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.831,0.0,180.86,,,,,,0.0,261.05,3.471409574468085,2.4122340425531914,0.0037500000000000003,0.9276666666666666,408.2,True,2026-03-11 00:08:48 - Flight 2,0.0,0.0
97.06,2.0,10.0,2026-03-11 00:10:25,36.88899,-121.40333,255.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.5,216.4,0.0,-6.0,0.0,-0.01,1.0,,67.0,75.2,0.0,30.15,1051.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.0,,0.0,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,255.2,188.6,264.2,212.0,264.2,208.4,260.6,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.831,0.0,180.86,,,,,,0.0,261.05,3.471409574468085,2.4122340425531914,0.0037500000000000003,0.9276666666666666,408.2,True,2026-03-11 00:08:48 - Flight 2,0.0,0.0
98.06,2.0,10.0,2026-03-11 00:10:26,36.88899,-121.40333,254.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.5,216.4,0.0,-6.0,0.0,-0.01,1.0,,43.0,75.2,0.0,30.15,1051.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.0,,0.0,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,255.2,188.6,264.2,212.0,264.2,208.4,260.6,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.831,0.0,180.86,,,,,,0.0,261.05,3.471409574468085,2.4122340425531914,0.0037500000000000003,0.9276666666666666,408.2,True,2026-03-11 00:08:48 - Flight 2,0.0,0.0
99.06,2.0,10.0,2026-03-11 00:10:27,36.889,-121.40333,254.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.6,216.4,0.0,-5.0,0.0,-0.01,1.0,,36.0,75.2,0.0,30.15,1051.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,255.2,188.6,264.2,212.0,264.2,208.4,260.6,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.831,0.0,180.86,,,,,,0.0,261.05,3.471409574468085,2.4122340425531914,0.003763888888888889,0.9276666666666666,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
100.06,2.0,10.0,2026-03-11 00:10:28,36.889,-121.40333,254.0,0.1,11.9,-12.5,,,,,0.0,10.5,-0.5,216.3,0.0,-4.0,-0.0,-0.01,1.0,,42.0,75.2,0.0,30.15,1053.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,255.2,190.4,264.2,212.0,264.2,208.4,260.6,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.831,0.0,180.86,,,,,,0.0,261.05,3.471409574468085,2.4122340425531914,0.003791666666666667,1.012,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,1.0
101.06,2.0,10.0,2026-03-11 00:10:29,36.889,-121.40333,252.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.6,216.4,0.0,-3.0,-0.0,-0.01,1.0,,58.0,75.2,0.0,30.15,1053.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,255.2,190.4,264.2,212.0,264.2,208.4,260.6,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.831,0.0,180.86,,,,,,0.0,261.05,3.471409574468085,2.4122340425531914,0.0038194444444444448,1.0963333333333334,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
102.06,2.0,10.0,2026-03-11 00:10:30,36.889,-121.40333,251.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.6,216.4,0.0,-2.0,-0.0,-0.01,1.0,,72.0,75.2,0.0,30.15,1053.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,255.2,190.4,264.2,212.0,264.2,208.4,260.6,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.831,0.0,180.86,,,,,,0.0,261.05,3.471409574468085,2.4122340425531914,0.0038472222222222224,1.0963333333333334,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
103.06,2.0,10.0,2026-03-11 00:10:31,36.88899,-121.40333,252.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.6,216.4,0.0,-1.0,-0.0,-0.01,1.0,,43.0,75.2,0.0,30.15,1058.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,255.2,190.4,264.2,212.0,264.2,208.4,260.6,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.831,0.0,180.86,,,,,,0.0,261.05,3.471409574468085,2.4122340425531914,0.0038750000000000004,1.0963333333333334,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
104.06,2.0,10.0,2026-03-11 00:10:32,36.889,-121.40333,251.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.6,216.4,0.0,0.0,0.0,-0.01,1.0,,42.0,75.2,0.0,30.15,1057.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,255.2,190.4,264.2,212.0,264.2,208.4,260.6,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.833,0.0,180.86,,,,,,0.0,261.05,3.471409574468085,2.4122340425531914,0.003902777777777778,1.0963333333333334,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
105.06,2.0,10.0,2026-03-11 00:10:33,36.889,-121.40333,251.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.6,216.4,0.0,0.0,-0.0,-0.01,1.0,,38.0,75.2,0.0,30.15,1057.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,255.2,190.4,264.2,212.0,264.2,208.4,260.6,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.656,0.831,0.0,180.86,,,,,,0.0,261.05,3.471409574468085,2.4122340425531914,0.003930555555555556,1.0963333333333334,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
106.06,2.0,10.0,2026-03-11 00:10:34,36.889,-121.40333,251.0,0.1,11.9,-12.5,,,,,0.0,10.5,-0.6,216.4,0.0,0.0,-0.0,-0.02,1.0,,25.0,75.2,0.0,30.15,1057.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,255.2,190.4,264.2,212.0,264.2,208.4,260.6,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.833,0.0,180.86,,,,,,0.0,261.05,3.471409574468085,2.4122340425531914,0.003958333333333334,1.1806666666666665,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,1.0
107.06,2.0,10.0,2026-03-11 00:10:35,36.889,-121.40333,253.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.6,216.4,0.0,1.0,-0.0,-0.01,1.0,,8.0,75.2,0.0,30.15,1050.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,255.2,190.4,264.2,212.0,264.2,208.4,258.8,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.831,0.0,180.86,,,,,,0.0,260.6,3.4654255319148937,2.4122340425531914,0.003986111111111111,1.265,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
108.06,2.0,10.0,2026-03-11 00:10:36,36.889,-121.40333,254.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.6,216.4,0.0,1.0,-0.0,-0.01,1.0,,-6.0,75.2,0.0,30.15,1050.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,255.2,190.4,264.2,212.0,262.4,210.2,258.8,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.831,0.0,180.86,,,,,,0.0,260.15000000000003,3.4594414893617023,2.4122340425531914,0.004013888888888889,1.265,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
109.06,2.0,10.0,2026-03-11 00:10:37,36.889,-121.40333,254.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.6,216.4,0.0,1.0,0.0,-0.01,1.0,,22.0,75.2,0.0,30.15,1050.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,255.2,190.4,264.2,212.0,262.4,210.2,258.8,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.656,0.831,0.0,180.86,,,,,,0.0,260.15000000000003,3.4594414893617023,2.4122340425531914,0.004041666666666667,1.265,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
110.06,2.0,10.0,2026-03-11 00:10:38,36.889,-121.40333,255.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.6,216.4,0.0,2.0,0.0,-0.01,1.0,,23.0,75.2,0.0,30.15,1050.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,255.2,190.4,264.2,212.0,262.4,210.2,258.8,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.656,0.831,0.0,180.86,,,,,,0.0,260.15000000000003,3.4594414893617023,2.4122340425531914,0.004069444444444445,1.265,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
111.06,2.0,10.0,2026-03-11 00:10:39,36.889,-121.40333,255.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.6,216.5,0.0,2.0,0.0,-0.01,1.0,,13.0,75.2,0.0,30.15,1050.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,253.4,190.4,264.2,212.0,262.4,210.2,258.8,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.656,0.831,0.0,180.86,,,,,,0.0,259.70000000000005,3.4534574468085113,2.4122340425531914,0.004097222222222223,1.265,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
112.06,2.0,10.0,2026-03-11 00:10:40,36.889,-121.40333,255.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.6,216.5,0.0,2.0,-0.0,-0.01,1.0,,17.0,75.2,0.0,30.15,1050.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,253.4,190.4,264.2,212.0,262.4,210.2,258.8,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.833,0.0,180.86,,,,,,0.0,259.70000000000005,3.4534574468085113,2.4122340425531914,0.004125,1.265,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
113.06,2.0,10.0,2026-03-11 00:10:41,36.889,-121.40333,255.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.6,216.5,0.0,3.0,-0.0,-0.01,1.0,,25.0,75.2,0.0,30.15,1052.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,253.4,190.4,264.2,212.0,262.4,210.2,258.8,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.833,0.0,180.86,,,,,,0.0,259.70000000000005,3.4534574468085113,2.4122340425531914,0.004152777777777778,1.265,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
114.06,2.0,10.0,2026-03-11 00:10:42,36.889,-121.40333,254.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.6,216.6,0.0,3.0,0.0,-0.01,1.0,,3.0,75.2,0.0,30.15,1052.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,253.4,190.4,264.2,212.0,262.4,210.2,258.8,206.6,,,9.0,0.0,,4.0,-17.0,4.996,,,0.654,0.833,0.0,180.86,,,,,,0.0,259.70000000000005,3.4534574468085113,2.4122340425531914,0.004180555555555556,1.265,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
115.06,2.0,10.0,2026-03-11 00:10:43,36.889,-121.40333,254.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.6,216.5,0.0,3.0,-0.0,-0.01,1.0,,-15.0,75.2,0.0,30.15,1052.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,253.4,190.4,264.2,212.0,262.4,210.2,258.8,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.833,0.0,180.86,,,,,,0.0,259.70000000000005,3.4534574468085113,2.4122340425531914,0.004208333333333334,1.265,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
116.06,2.0,10.0,2026-03-11 00:10:44,36.889,-121.40333,254.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.6,216.5,0.0,3.0,-0.0,-0.01,1.0,,-16.0,75.2,0.0,30.15,1052.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,253.4,190.4,264.2,212.0,262.4,210.2,258.8,206.6,,,9.0,0.0,,4.0,-17.0,4.998,,,0.654,0.831,0.0,180.86,,,,,,0.0,259.70000000000005,3.4534574468085113,2.4122340425531914,0.0042361111111111115,1.265,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
117.06,2.0,10.0,2026-03-11 00:10:45,36.889,-121.40333,254.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.7,216.5,0.0,3.0,0.0,-0.01,1.0,,-15.0,75.2,0.0,30.15,1052.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.0,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,253.4,190.4,264.2,212.0,262.4,210.2,258.8,206.6,,,9.0,0.0,,4.0,-17.0,4.996,,,0.654,0.833,0.0,180.86,,,,,,0.0,259.70000000000005,3.4534574468085113,2.4122340425531914,0.004263888888888889,1.265,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
118.06,2.0,10.0,2026-03-11 00:10:46,36.889,-121.40333,254.0,0.0,11.9,-12.5,,,,,0.0,10.4,-0.6,216.5,0.0,3.0,-0.0,-0.01,1.0,,-8.0,75.2,0.0,30.15,1052.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.1,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,253.4,190.4,264.2,212.0,262.4,210.2,258.8,204.8,,,9.0,0.0,,4.1,-17.0,4.998,,,0.654,0.833,0.0,180.86,,,,,,0.0,259.70000000000005,3.4534574468085113,2.4122340425531914,0.004291666666666667,1.265,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
119.06,2.0,10.0,2026-03-11 00:10:47,36.889,-121.40333,255.0,0.0,11.9,-12.5,,,,,0.0,10.4,-0.6,216.5,0.0,3.0,0.0,-0.01,1.0,,1.0,75.2,0.0,30.15,1052.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.1,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,253.4,190.4,264.2,212.0,262.4,210.2,258.8,204.8,,,9.0,0.0,,4.1,-17.0,4.998,,,0.656,0.833,0.0,180.86,,,,,,0.0,259.70000000000005,3.4534574468085113,2.4122340425531914,0.004319444444444445,1.265,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
120.06,2.0,10.0,2026-03-11 00:10:48,36.889,-121.40333,256.0,0.1,11.9,-12.5,,,,,0.0,10.5,-0.6,216.5,0.0,3.0,-0.0,-0.01,1.0,,-9.0,75.2,0.0,30.15,1052.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.1,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,253.4,190.4,264.2,212.0,262.4,210.2,258.8,204.8,,,9.0,0.0,,4.1,-17.0,4.998,,,0.654,0.833,0.0,180.86,,,,,,0.0,259.70000000000005,3.4534574468085113,2.4122340425531914,0.004347222222222223,1.3493333333333333,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,1.0
121.06,2.0,10.0,2026-03-11 00:10:49,36.889,-121.40333,259.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.7,216.6,0.0,3.0,-0.0,-0.01,1.0,,-9.0,75.2,0.0,30.15,1052.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.1,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,253.4,190.4,262.4,212.0,262.4,210.2,258.8,204.8,,,9.0,0.0,,4.1,-17.0,4.998,,,0.654,0.833,0.0,180.86,,,,,,0.0,259.25,3.447473404255319,2.4122340425531914,0.004375,1.4336666666666666,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
122.06,2.0,10.0,2026-03-11 00:10:50,36.889,-121.40334,260.0,0.0,11.9,-12.5,,,,,0.0,10.4,-0.7,216.6,0.0,3.0,-0.0,-0.01,1.0,,-17.0,75.2,0.0,30.15,1052.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.1,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,253.4,190.4,262.4,212.0,262.4,210.2,258.8,204.8,,,9.0,0.0,,4.1,-17.0,4.998,,,0.654,0.833,0.0,180.86,,,,,,0.0,259.25,3.447473404255319,2.4122340425531914,0.004402777777777778,1.4336666666666666,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
123.06,2.0,10.0,2026-03-11 00:10:51,36.889,-121.40334,260.0,0.0,11.9,-12.5,,,,,0.0,10.5,-0.7,216.5,0.0,3.0,-0.0,-0.01,1.0,,-15.0,75.2,0.0,30.15,1052.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.1,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,253.4,192.2,262.4,212.0,262.4,210.2,258.8,206.6,,,9.0,0.0,,4.1,-17.0,4.998,,,0.654,0.833,0.0,180.86,,,,,,0.0,259.25,3.447473404255319,2.4122340425531914,0.004430555555555556,1.4336666666666666,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
124.06,2.0,10.0,2026-03-11 00:10:52,36.88901,-121.40334,260.0,0.0,11.9,-12.5,,,,,0.0,10.4,-0.6,216.5,0.0,3.0,-0.0,-0.01,1.0,,-25.0,75.2,0.0,30.15,1052.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.1,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,253.4,190.4,262.4,212.0,262.4,210.2,257.0,204.8,,,9.0,0.0,,4.1,-17.0,4.998,,,0.654,0.833,0.0,180.86,,,,,,0.0,258.8,3.4414893617021276,2.4122340425531914,0.004458333333333334,1.4336666666666666,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
125.06,2.0,10.0,2026-03-11 00:10:53,36.88901,-121.40334,259.0,0.0,11.9,-12.5,,,,,0.0,10.4,-0.6,216.4,0.0,3.0,0.0,-0.01,1.0,,-15.0,75.2,0.0,30.15,1052.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.1,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,253.4,190.4,262.4,212.0,262.4,210.2,258.8,204.8,,,9.0,0.0,,4.1,-17.0,4.998,,,0.654,0.833,0.0,180.86,,,,,,0.0,259.25,3.447473404255319,2.4122340425531914,0.004486111111111112,1.4336666666666666,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
126.06,2.0,10.0,2026-03-11 00:10:54,36.88901,-121.40334,258.0,0.0,11.9,-12.5,,,,,0.0,10.4,-0.6,216.4,0.0,3.0,0.0,-0.01,1.0,,-48.0,75.2,0.0,30.15,1052.0,,,140.0,,,-200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,181.4,0.0,0.0,30.3,0.1,,0.1,4.1,,,42.0,0.0,0.0,-0.2,4.4,3.0,,,,,253.4,192.2,262.4,212.0,262.4,210.2,258.8,204.8,,,9.0,0.0,,4.1,-17.0,4.998,,,0.654,0.833,0.0,180.86,,,,,,0.0,259.25,3.447473404255319,2.4122340425531914,0.004513888888888889,1.4336666666666666,408.2,True,2026-03-11 00:08:48 - Flight 2,0.1,0.0
