Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,OAT (deg F),Oil Temp (deg F),Thermocouple 1 (deg F),Thermocouple 2 (deg F),Thermocouple 3 (deg F),Thermocouple 4 (deg F),CHT 4 (deg F),EGT 4 (deg F),CHT 3 (deg F),EGT 3 (deg F),CHT 2 (deg F),EGT 2 (deg F),CHT 1 (deg F),EGT 1 (deg F),Thermocouple 13 (deg F),Thermocouple 14 (deg F),OIL TEMPERATURE (deg F),RPM,AVG_CHT,CHT_OAT_Ratio,OIL_OAT_Ratio,Fuel Flow Integral,Distance Traveled,Max CHT,Engine Run,Flight ID,Fuel Flow,MPG
1220.06,2,9,2026-04-03 20:37:43,37.02978,-121.33458,5640.0,149.5,55.5,-12.6,-2.6,KLSN,22.4,84.6,0.0,1.1,-0.4,40.9,134.3,5338.0,0.3,-0.03,1.0,0.0,98.0,16,148.3,30.1,6679.0,293.0,5.0,42,5500.0,,,79.0,0,0,5.0,-52.0,-17.0,3.0,0.0,0.0,4.0,0.0,0.0,-60.0,0.0,,,,3.0,1.0,0.0,1200.0,85.0,82.0,2498.0,2498.0,24.9,14.3,,14.3,24.0,,,30.7,0.0,0.0,4.9,8.5,6.7,,,,,184.0,693.0,183.0,685.0,189.0,675.0,186.0,675.0,,,-29.0,0.0,,24.0,2.0,0.0,,,0.82,0.872,85.4,82.3,,,81.0,R,,60.8,179.6,,,,,363.2,1279.4,361.4,1265.0,372.2,1247.0,366.8,1247.0,,,180.14,2498.0,365.90000000000003,6.018092105263158,2.9539473684210527,2.400986111111111,118830.305,395.6,True,2026-04-03 20:17:48,14.3,10.454545454545453
1221.06,2,9,2026-04-03 20:37:44,37.03017,-121.33387,5642.0,149.5,55.6,-12.6,-2.58,KLSN,22.4,84.7,0.0,1.0,-0.7,41.1,134.4,5340.0,0.2,-0.03,1.0,0.0,94.0,16,148.3,30.1,6682.0,294.0,5.0,42,5500.0,,,79.0,0,0,5.0,-52.0,-16.0,3.0,0.0,0.0,4.0,0.0,0.0,-60.0,0.0,,,,3.0,1.0,0.0,1200.0,85.0,82.0,2499.0,2499.0,24.9,14.3,,14.3,23.9,,,30.7,0.0,0.0,5.1,8.5,6.7,,,,,184.0,691.0,183.0,683.0,189.0,673.0,186.0,674.0,,,-29.0,0.0,,23.9,2.0,0.0,,,0.82,0.872,85.2,82.4,,,81.0,R,,60.8,179.6,,,,,363.2,1275.8,361.4,1261.4,372.2,1243.4,366.8,1245.2,,,180.32,2499.0,365.90000000000003,6.018092105263158,2.9539473684210527,2.404958333333333,119082.46166666666,395.6,True,2026-04-03 20:17:48,14.3,10.454545454545453
1222.06,2,9,2026-04-03 20:37:45,37.03056,-121.33315,5643.0,149.4,55.8,-12.6,-2.56,KLSN,22.4,84.7,0.0,1.0,-0.8,41.2,134.7,5342.0,0.1,-0.03,1.0,0.0,124.0,16,148.6,30.1,6685.0,294.0,5.0,42,5500.0,,,79.0,0,0,5.0,-51.0,-15.0,3.0,0.0,0.0,4.0,0.0,0.0,-60.0,0.0,,,,3.0,1.0,0.0,1200.0,85.0,83.0,2499.0,2499.0,24.9,14.3,,14.3,23.8,,,30.7,0.0,0.0,5.0,8.5,6.7,,,,,184.0,689.0,183.0,681.0,189.0,672.0,186.0,672.0,,,-29.0,0.0,,23.8,2.0,0.0,,,0.82,0.874,85.3,82.5,,,81.0,R,,60.8,181.4,,,,,363.2,1272.2,361.4,1257.8,372.2,1241.6,366.8,1241.6,,,180.5,2499.0,365.90000000000003,6.018092105263158,2.983552631578948,2.4089305555555556,119334.53399999999,395.6,True,2026-04-03 20:17:48,14.3,10.447552447552447
1223.06,2,9,2026-04-03 20:37:46,37.03095,-121.33244,5645.0,149.3,55.9,-12.6,-2.53,KLSN,22.3,84.8,0.0,0.6,-0.8,41.5,135.3,5344.0,0.2,-0.03,1.0,0.0,85.0,16,149.4,30.1,6687.0,296.0,5.0,42,5500.0,,,79.0,0,0,5.0,-51.0,-14.0,3.0,0.0,0.0,4.0,0.0,0.0,-60.0,0.0,,,,3.0,1.0,0.0,1200.0,85.0,82.0,2502.0,2502.0,24.9,14.3,,14.3,23.7,,,30.7,0.0,0.0,4.7,8.5,6.7,,,,,184.0,688.0,183.0,680.0,189.0,672.0,187.0,671.0,,,-29.0,0.0,,23.7,2.0,0.0,,,0.82,0.875,85.0,82.4,,,81.0,R,,60.8,179.6,,,,,363.2,1270.4,361.4,1256.0,372.2,1241.6,368.6,1239.8,,,180.32,2502.0,366.34999999999997,6.025493421052631,2.9539473684210527,2.4129027777777776,119586.43766666665,395.6,True,2026-04-03 20:17:48,14.3,10.44055944055944
1224.06,2,9,2026-04-03 20:37:47,37.03134,-121.33173,5647.0,149.2,56.0,-12.6,-2.51,KLSN,22.3,84.8,0.0,0.5,-0.8,41.6,135.5,5344.0,0.1,-0.03,1.0,0.0,84.0,16,149.6,30.1,6688.0,297.0,5.0,42,5500.0,,,79.0,0,0,5.0,-50.0,-13.0,3.0,0.0,0.0,4.0,0.0,0.0,-60.0,0.0,,,,3.0,1.0,0.0,1200.0,84.0,82.0,2501.0,2501.0,24.9,14.3,,14.3,23.4,,,30.7,0.0,0.0,4.8,8.5,6.7,,,,,184.0,688.0,183.0,680.0,189.0,672.0,187.0,671.0,,,-29.0,0.0,,23.4,2.0,0.0,,,0.82,0.875,84.3,82.4,,,81.0,R,,60.8,179.6,,,,,363.2,1270.4,361.4,1256.0,372.2,1241.6,368.6,1239.8,,,180.32,2501.0,366.34999999999997,6.025493421052631,2.9539473684210527,2.416875,119838.17266666665,395.6,True,2026-04-03 20:17:48,14.3,10.433566433566432
1225.06,2,9,2026-04-03 20:37:48,37.03172,-121.33101,5650.0,149.0,56.1,-12.6,-2.48,KLSN,22.2,84.9,0.0,0.6,-0.7,41.7,135.6,5345.0,0.1,-0.03,0.9,0.0,82.0,16,149.6,30.1,6689.0,298.0,5.0,42,5500.0,,,79.0,0,0,5.0,-50.0,-12.0,3.0,0.0,0.0,4.0,0.0,0.0,-61.0,0.0,,,,3.0,1.0,0.0,1200.0,85.0,82.0,2497.0,2497.0,24.9,14.3,,14.3,23.5,,,30.7,0.0,0.0,4.9,8.5,6.7,,,,,184.0,688.0,183.0,680.0,189.0,672.0,187.0,672.0,,,-29.0,0.0,,23.5,2.0,0.0,,,0.82,0.873,84.7,82.4,,,81.0,R,,60.8,179.6,,,,,363.2,1270.4,361.4,1256.0,372.2,1241.6,368.6,1241.6,,,180.32,2497.0,366.34999999999997,6.025493421052631,2.9539473684210527,2.420847222222222,120089.65466666665,395.6,True,2026-04-03 20:17:48,14.3,10.419580419580418
1226.06,2,9,2026-04-03 20:37:49,37.03211,-121.3303,5653.0,149.0,56.2,-12.6,-2.46,KLSN,22.2,84.9,0.0,0.6,-0.7,41.8,135.9,5349.0,0.1,-0.03,1.0,0.0,115.0,16,150.0,30.1,6691.0,300.0,5.0,42,5500.0,,,79.0,0,0,5.0,-49.0,-11.0,3.0,0.0,0.0,4.0,0.0,1.0,-61.0,0.0,,,,3.0,1.0,0.0,1200.0,85.0,82.0,2499.0,2499.0,24.9,14.3,,14.3,23.7,,,30.7,0.0,0.0,5.0,8.5,6.7,,,,,184.0,689.0,183.0,681.0,189.0,672.0,187.0,673.0,,,-29.0,0.0,,23.7,2.0,0.0,,,0.82,0.876,85.1,82.4,,,81.0,R,,60.8,179.6,,,,,363.2,1272.2,361.4,1257.8,372.2,1241.6,368.6,1243.4,,,180.32,2499.0,366.34999999999997,6.025493421052631,2.9539473684210527,2.424819444444444,120340.968,395.6,True,2026-04-03 20:17:48,14.3,10.419580419580418
1227.06,2,9,2026-04-03 20:37:50,37.03249,-121.32958,5655.0,148.9,56.3,-12.6,-2.44,KLSN,22.2,85.0,0.0,0.2,-0.8,41.9,136.1,5352.0,0.1,-0.03,1.0,0.0,143.0,16,150.2,30.1,6691.0,302.0,5.0,42,5500.0,,,79.0,0,0,5.0,-49.0,-10.0,3.0,0.0,0.0,4.0,0.0,2.0,-61.0,0.0,,,,3.0,1.0,0.0,1200.0,85.0,83.0,2498.0,2498.0,24.9,14.3,,14.3,23.6,,,30.7,0.0,0.0,5.0,8.5,6.7,,,,,184.0,689.0,183.0,681.0,189.0,672.0,186.0,675.0,,,-29.0,0.0,,23.6,2.0,0.0,,,0.82,0.874,84.7,82.6,,,81.0,R,,60.8,181.4,,,,,363.2,1272.2,361.4,1257.8,372.2,1241.6,366.8,1247.0,,,180.68,2498.0,365.90000000000003,6.018092105263158,2.983552631578948,2.4287916666666667,120592.19699999999,395.6,True,2026-04-03 20:17:48,14.3,10.412587412587412
1228.06,2,9,2026-04-03 20:37:51,37.03288,-121.32887,5657.0,148.9,56.4,-12.6,-2.41,KLSN,22.1,85.0,0.0,0.2,-1.0,42.2,135.4,5354.0,0.2,-0.03,1.0,0.0,128.0,16,149.4,30.1,6691.0,303.0,5.0,42,5500.0,,,79.0,0,0,5.0,-48.0,-9.0,3.0,0.0,0.0,4.0,0.0,0.0,-61.0,0.0,,,,3.0,1.0,0.0,1200.0,85.0,82.0,2495.0,2495.0,24.9,14.2,,14.2,23.9,,,30.7,0.0,0.0,4.7,8.5,6.7,,,,,184.0,691.0,183.0,681.0,189.0,673.0,186.0,677.0,,,-29.0,0.0,,23.9,2.0,0.0,,,0.822,0.874,84.6,82.5,,,81.0,R,,60.8,179.6,,,,,363.2,1275.8,361.4,1257.8,372.2,1243.4,366.8,1250.6,,,180.5,2495.0,365.90000000000003,6.018092105263158,2.9539473684210527,2.43275,120843.34166666666,395.6,True,2026-04-03 20:17:48,14.2,10.485915492957748
1229.06,2,9,2026-04-03 20:37:52,37.03326,-121.32815,5659.0,149.0,56.4,-12.6,-2.39,KLSN,22.1,85.1,0.0,0.3,-1.2,42.2,134.9,5354.0,0.2,-0.03,1.0,0.0,94.0,16,148.9,30.1,6698.0,303.0,5.0,42,5500.0,,,79.0,0,0,5.0,-48.0,-8.0,3.0,0.0,0.0,3.0,0.0,1.0,-61.0,0.0,,,,3.0,1.0,0.0,1200.0,85.0,82.0,2500.0,2500.0,24.9,14.1,,14.1,24.0,,,30.7,0.0,0.0,4.8,8.5,6.7,,,,,184.0,694.0,183.0,684.0,189.0,676.0,186.0,680.0,,,-29.0,0.0,,24.0,2.0,0.0,,,0.822,0.868,84.6,82.4,,,81.0,R,,60.8,179.6,,,,,363.2,1281.2,361.4,1263.2,372.2,1248.8,366.8,1256.0,,,180.32,2500.0,365.90000000000003,6.018092105263158,2.9539473684210527,2.4366805555555553,121094.57066666665,395.6,True,2026-04-03 20:17:48,14.1,10.567375886524824
1230.06,2,9,2026-04-03 20:37:53,37.03364,-121.32743,5659.0,149.3,56.4,-12.6,-2.37,KLSN,22.1,85.1,0.0,0.4,-1.6,41.9,134.6,5356.0,0.1,-0.03,1.0,0.0,85.0,16,148.6,30.1,6698.0,303.0,5.0,42,5500.0,,,79.0,0,0,5.0,-47.0,-7.0,3.0,0.0,0.0,4.0,0.0,2.0,-61.0,0.0,,,,3.0,1.0,0.0,1200.0,84.0,82.0,2502.0,2502.0,24.9,14.1,,14.1,24.0,,,30.7,0.0,0.0,4.9,8.5,6.7,,,,,183.0,696.0,183.0,686.0,188.0,678.0,186.0,681.0,,,-29.0,0.0,,24.0,2.0,0.0,,,0.822,0.868,84.5,82.4,,,81.0,R,,60.8,179.6,,,,,361.4,1284.8,361.4,1266.8,370.4,1252.4,366.8,1257.8,,,180.32,2502.0,365.0,6.003289473684211,2.9539473684210527,2.4405972222222223,121346.13699999999,395.6,True,2026-04-03 20:17:48,14.1,10.588652482269504
1231.06,2,9,2026-04-03 20:37:54,37.03402,-121.32671,5657.0,149.6,56.4,-12.6,-2.34,KLSN,22.0,85.2,0.0,0.3,-1.6,41.6,135.1,5356.0,0.0,-0.02,0.9,0.0,19.0,16,149.2,30.1,6698.0,304.0,5.0,42,5500.0,,,79.0,0,0,5.0,-47.0,-6.0,3.0,0.0,0.0,4.0,0.0,0.0,-60.0,0.0,,,,3.0,1.0,0.0,1200.0,85.0,82.0,2503.0,2503.0,24.9,14.0,,14.0,23.6,,,30.6,0.0,0.0,5.0,8.5,6.7,,,,,184.0,698.0,183.0,688.0,189.0,680.0,186.0,683.0,,,-29.0,0.0,,23.6,2.0,0.0,,,0.822,0.864,84.7,82.5,,,81.0,R,,60.8,179.6,,,,,363.2,1288.4,361.4,1270.4,372.2,1256.0,366.8,1261.4,,,180.5,2503.0,365.90000000000003,6.018092105263158,2.9539473684210527,2.4445,121598.20933333332,395.6,True,2026-04-03 20:17:48,14.0,10.685714285714285
1232.06,2,9,2026-04-03 20:37:55,37.0344,-121.32599,5653.0,150.1,56.4,-12.6,-2.32,KLSN,22.0,85.2,0.0,0.2,-1.8,41.6,135.4,5356.0,0.1,-0.04,1.0,0.0,-78.0,16,149.5,30.1,6700.0,304.0,5.0,42,5500.0,,,79.0,0,0,5.0,-46.0,-5.0,3.0,0.0,0.0,4.0,0.0,0.0,-60.0,0.0,,,,3.0,1.0,0.0,1200.0,84.0,83.0,2501.0,2501.0,24.9,14.0,,14.0,23.7,,,30.6,0.0,0.0,5.0,8.5,6.7,,,,,184.0,700.0,183.0,689.0,189.0,681.0,186.0,685.0,,,-29.0,0.0,,23.7,2.0,0.0,,,0.822,0.864,84.4,82.7,,,81.0,R,,60.8,181.4,,,,,363.2,1292.0,361.4,1272.2,372.2,1257.8,366.8,1265.0,,,180.86,2501.0,365.90000000000003,6.018092105263158,2.983552631578948,2.4483888888888887,121850.95633333332,395.6,True,2026-04-03 20:17:48,14.0,10.721428571428572
1233.06,2,9,2026-04-03 20:37:56,37.03479,-121.32526,5649.0,150.6,56.4,-12.6,-2.29,KLSN,22.0,85.3,0.0,0.1,-1.9,41.6,135.3,5355.0,0.1,-0.05,1.0,0.0,-168.0,16,149.4,30.1,6700.0,304.0,5.0,42,5500.0,,,79.0,0,0,5.0,-46.0,-5.0,3.0,0.0,0.0,4.0,0.0,0.0,-60.0,0.0,,,,3.0,1.0,0.0,1200.0,85.0,83.0,2500.0,2500.0,24.9,13.9,,13.9,23.9,,,30.6,0.0,0.0,4.8,8.5,6.7,,,,,184.0,701.0,183.0,691.0,189.0,682.0,186.0,686.0,,,-29.0,0.0,,23.9,2.0,0.0,,,0.822,0.862,85.0,82.6,,,81.0,R,,60.8,181.4,,,,,363.2,1293.8,361.4,1275.8,372.2,1259.6,366.8,1266.8,,,180.68,2500.0,365.90000000000003,6.018092105263158,2.983552631578948,2.452263888888889,122104.54666666666,395.6,True,2026-04-03 20:17:48,13.9,10.83453237410072
1234.06,2,9,2026-04-03 20:37:57,37.03518,-121.32454,5643.0,151.1,56.3,-12.6,-2.27,KLSN,21.9,85.3,0.0,0.2,-1.7,40.9,135.8,5352.0,-0.1,-0.03,1.1,0.0,-190.0,16,149.9,30.1,6700.0,304.0,5.0,42,5500.0,,,79.0,0,0,5.0,-45.0,-4.0,3.0,0.0,0.0,4.0,0.0,0.0,-59.0,0.0,,,,3.0,1.0,0.0,1200.0,85.0,83.0,2500.0,2500.0,24.9,13.9,,13.9,23.8,,,30.6,0.0,0.0,4.8,8.5,6.7,,,,,183.0,703.0,183.0,693.0,188.0,684.0,186.0,688.0,,,-29.0,0.0,,23.8,2.0,0.0,,,0.907,0.861,84.8,82.5,,,81.0,R,,60.8,181.4,,,,,361.4,1297.4,361.4,1279.4,370.4,1263.2,366.8,1270.4,,,180.5,2500.0,365.0,6.003289473684211,2.983552631578948,2.456125,122358.98033333333,395.6,True,2026-04-03 20:17:48,13.9,10.870503597122301
1235.06,2,9,2026-04-03 20:37:58,37.03556,-121.32381,5638.0,151.6,56.4,-12.6,-2.25,KLSN,21.9,85.4,0.0,0.3,-1.7,40.8,136.0,5346.0,0.0,-0.03,1.1,0.0,-242.0,16,150.1,30.1,6692.0,303.0,5.0,42,5500.0,,,79.0,0,0,5.0,-45.0,-4.0,3.0,0.0,0.0,4.0,0.0,0.0,-60.0,0.0,,,,3.0,1.0,0.0,1200.0,85.0,83.0,2499.0,2499.0,24.9,13.9,,13.9,23.4,,,30.6,0.0,0.0,4.9,8.5,6.7,,,,,183.0,705.0,183.0,695.0,188.0,686.0,186.0,689.0,,,-29.0,0.0,,23.4,2.0,0.0,,,0.929,0.863,85.3,82.5,,,81.0,R,,60.8,181.4,,,,,361.4,1301.0,361.4,1283.0,370.4,1266.8,366.8,1272.2,,,180.5,2499.0,365.0,6.003289473684211,2.983552631578948,2.459986111111111,122614.25733333333,395.6,True,2026-04-03 20:17:48,13.9,10.906474820143885
1236.06,2,9,2026-04-03 20:37:59,37.03596,-121.32308,5635.0,151.8,56.3,-12.6,-2.22,KLSN,21.8,85.5,0.0,0.5,-1.2,42.5,135.2,5341.0,0.7,-0.06,1.0,0.0,-262.0,16,149.3,30.1,6692.0,302.0,5.0,42,5500.0,,,79.0,0,0,5.0,-44.0,-4.0,3.0,0.0,0.0,2.0,0.0,0.0,-59.0,0.0,,,,3.0,1.0,0.0,1200.0,85.0,83.0,2496.0,2496.0,24.9,13.9,,13.9,23.5,,,30.6,0.0,0.0,5.0,8.5,6.7,,,,,183.0,706.0,183.0,697.0,188.0,687.0,186.0,691.0,,,-29.0,0.0,,23.5,2.0,0.0,,,0.93,0.862,85.3,82.5,,,81.0,R,,60.8,181.4,,,,,361.4,1302.8,361.4,1286.6,370.4,1268.6,366.8,1275.8,,,180.5,2496.0,365.0,6.003289473684211,2.983552631578948,2.4638472222222223,122870.12466666666,395.6,True,2026-04-03 20:17:48,13.9,10.92086330935252
1237.06,2,9,2026-04-03 20:38:00,37.03634,-121.32235,5633.0,152.1,56.1,-12.6,-2.2,KLSN,21.8,85.5,0.0,0.6,-0.7,42.8,135.9,5338.0,0.4,-0.03,1.0,0.0,-243.0,16,149.9,30.1,6688.0,301.0,5.0,42,5500.0,,,79.0,0,0,5.0,-44.0,-3.0,3.0,0.0,0.0,1.0,0.0,0.0,-60.0,0.0,,,,3.0,1.0,0.0,1200.0,85.0,83.0,2503.0,2503.0,24.9,13.9,,13.9,23.9,,,30.6,0.0,0.0,5.2,8.5,6.7,,,,,183.0,708.0,183.0,697.0,189.0,688.0,186.0,692.0,,,-29.0,0.0,,23.9,2.0,0.0,,,0.929,0.862,84.8,82.7,,,82.0,R,,60.8,181.4,,,,,361.4,1306.4,361.4,1286.6,372.2,1270.4,366.8,1277.6,,,180.86,2503.0,365.45000000000005,6.010690789473685,2.983552631578948,2.4677083333333334,123126.41366666666,395.6,True,2026-04-03 20:17:48,13.9,10.942446043165466
1238.06,2,9,2026-04-03 20:38:01,37.03674,-121.32162,5630.0,152.4,56.3,-12.6,-2.17,KLSN,21.8,85.6,0.0,0.8,-2.9,41.9,135.9,5335.0,-0.2,-0.03,1.0,0.0,-229.0,16,150.0,30.1,6684.0,300.0,5.0,42,5500.0,,,79.0,0,0,5.0,-43.0,-3.0,3.0,0.0,0.0,5.0,0.0,0.0,-60.0,0.0,,,,3.0,1.0,0.0,1200.0,84.0,83.0,2503.0,2503.0,24.9,13.9,,13.9,23.8,,,30.6,0.0,0.0,4.9,8.5,6.7,,,,,183.0,708.0,183.0,698.0,189.0,689.0,186.0,692.0,,,-29.0,0.0,,23.8,2.0,0.0,,,1.091,0.864,84.4,82.6,,,81.0,R,,60.8,181.4,,,,,361.4,1306.4,361.4,1288.4,372.2,1272.2,366.8,1277.6,,,180.68,2503.0,365.45000000000005,6.010690789473685,2.983552631578948,2.4715694444444445,123383.20866666666,395.6,True,2026-04-03 20:17:48,13.9,10.964028776978417
1239.06,2,9,2026-04-03 20:38:02,37.03713,-121.32088,5628.0,152.7,56.2,-12.6,-2.15,KLSN,21.7,85.6,0.0,0.7,-2.0,41.8,136.4,5331.0,-0.0,-0.04,1.0,0.0,-237.0,16,150.6,30.1,6679.0,299.0,5.0,42,5500.0,,,79.0,0,0,5.0,-43.0,-2.0,3.0,0.0,0.0,4.0,0.0,0.0,-59.0,0.0,,,,3.0,1.0,0.0,1200.0,84.0,83.0,2510.0,2510.0,24.9,13.9,,13.9,23.8,,,30.6,0.0,0.0,4.9,8.5,6.7,,,,,183.0,708.0,183.0,699.0,188.0,689.0,186.0,693.0,,,-29.0,0.0,,23.8,2.0,0.0,,,1.091,0.863,83.8,82.5,,,82.0,R,,60.8,181.4,,,,,361.4,1306.4,361.4,1290.2,370.4,1272.2,366.8,1279.4,,,180.5,2510.0,365.0,6.003289473684211,2.983552631578948,2.4754305555555556,123640.50966666665,395.6,True,2026-04-03 20:17:48,13.9,10.985611510791365
1240.06,2,9,2026-04-03 20:38:03,37.03753,-121.32014,5626.0,153.0,56.0,-12.6,-2.13,KLSN,21.7,85.7,0.0,1.0,-1.3,42.3,136.4,5326.0,0.2,-0.04,1.0,0.0,-255.0,16,150.5,30.1,6674.0,298.0,5.0,42,5500.0,,,79.0,0,0,5.0,-43.0,-2.0,3.0,0.0,0.0,2.0,0.0,0.0,-60.0,0.0,,,,3.0,1.0,0.0,1200.0,84.0,83.0,2504.0,2504.0,24.9,13.9,,13.9,23.9,,,30.6,0.0,0.0,4.9,8.5,6.7,,,,,183.0,706.0,183.0,698.0,188.0,688.0,186.0,691.0,,,-29.0,0.0,,23.9,2.0,0.0,,,1.091,0.863,84.5,82.6,,,82.0,R,,60.8,181.4,,,,,361.4,1302.8,361.4,1288.4,370.4,1270.4,366.8,1275.8,,,180.68,2504.0,365.0,6.003289473684211,2.983552631578948,2.4792916666666667,123898.31666666665,395.6,True,2026-04-03 20:17:48,13.9,11.007194244604316
1241.06,2,9,2026-04-03 20:38:04,37.03792,-121.31941,5626.0,153.0,56.0,-12.6,-2.1,KLSN,21.7,85.7,0.0,1.4,-2.2,42.4,136.4,5325.0,0.1,-0.05,1.0,0.0,-190.0,16,150.5,30.1,6672.0,297.0,5.0,42,5500.0,,,79.0,0,0,5.0,-42.0,-1.0,3.0,0.0,0.0,4.0,0.0,0.0,-61.0,0.0,,,,3.0,1.0,0.0,1200.0,84.0,83.0,2507.0,2507.0,24.9,13.9,,13.9,23.6,,,30.6,0.0,0.0,5.1,8.5,6.7,,,,,183.0,704.0,183.0,697.0,188.0,686.0,186.0,689.0,,,-29.0,0.0,,23.6,2.0,0.0,,,1.091,0.863,84.2,82.6,,,82.0,R,,60.8,181.4,,,,,361.4,1299.2,361.4,1286.6,370.4,1266.8,366.8,1272.2,,,180.68,2507.0,365.0,6.003289473684211,2.983552631578948,2.4831527777777778,124156.37666666666,395.6,True,2026-04-03 20:17:48,13.9,11.007194244604316
1242.06,2,9,2026-04-03 20:38:05,37.03831,-121.31868,5626.0,153.0,55.9,-12.6,-2.08,KLSN,21.6,85.8,0.0,1.4,-2.0,41.8,136.4,5324.0,-0.2,-0.03,1.0,0.0,-129.0,16,150.5,30.1,6671.0,296.0,5.0,42,5500.0,,,79.0,0,0,5.0,-42.0,-1.0,3.0,0.0,0.0,4.0,0.0,0.0,-60.0,0.0,,,,3.0,1.0,0.0,1200.0,85.0,83.0,2504.0,2504.0,24.9,13.9,,13.9,23.7,,,30.6,0.0,0.0,5.1,8.5,6.7,,,,,183.0,703.0,183.0,697.0,188.0,685.0,186.0,688.0,,,-29.0,0.0,,23.7,2.0,0.0,,,1.091,0.862,85.2,82.7,,,81.0,R,,60.8,181.4,,,,,361.4,1297.4,361.4,1286.6,370.4,1265.0,366.8,1270.4,,,180.86,2504.0,365.0,6.003289473684211,2.983552631578948,2.487013888888889,124414.43666666666,395.6,True,2026-04-03 20:17:48,13.9,11.007194244604316
1243.06,2,9,2026-04-03 20:38:06,37.03871,-121.31795,5627.0,153.0,56.0,-12.6,-2.05,KLSN,21.6,85.8,0.0,1.4,-2.1,41.2,135.8,5322.0,-0.2,-0.03,1.0,0.0,-111.0,16,149.8,30.1,6669.0,295.0,5.0,42,5500.0,,,79.0,0,0,5.0,-41.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,-60.0,0.0,,,,3.0,1.0,0.0,1200.0,85.0,83.0,2502.0,2502.0,24.9,13.9,,13.9,23.7,,,30.6,0.0,0.0,4.8,8.5,6.7,,,,,183.0,701.0,183.0,695.0,188.0,684.0,186.0,687.0,,,-29.0,0.0,,23.7,2.0,0.0,,,1.091,0.861,84.6,82.7,,,81.0,R,,60.8,181.4,,,,,361.4,1293.8,361.4,1283.0,370.4,1263.2,366.8,1268.6,,,180.86,2502.0,365.0,6.003289473684211,2.983552631578948,2.490875,124672.49666666666,395.6,True,2026-04-03 20:17:48,13.9,11.007194244604316
1244.06,2,9,2026-04-03 20:38:07,37.03911,-121.31721,5628.0,153.0,56.0,-12.6,-2.03,KLSN,21.5,85.9,0.0,1.6,-1.9,41.1,135.4,5322.0,0.0,-0.04,1.0,0.0,-81.0,16,149.3,30.1,6669.0,294.0,5.0,42,5500.0,,,79.0,0,0,5.0,-41.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,-60.0,0.0,,,,3.0,1.0,0.0,1200.0,84.0,83.0,2503.0,2503.0,24.9,13.9,,13.9,23.7,,,30.6,0.0,0.0,4.8,8.5,6.7,,,,,183.0,700.0,183.0,695.0,188.0,683.0,186.0,686.0,,,-29.0,0.0,,23.7,2.0,0.0,,,1.091,0.858,84.3,82.6,,,81.0,R,,60.8,181.4,,,,,361.4,1292.0,361.4,1283.0,370.4,1261.4,366.8,1266.8,,,180.68,2503.0,365.0,6.003289473684211,2.983552631578948,2.494736111111111,124930.55666666666,395.6,True,2026-04-03 20:17:48,13.9,11.007194244604316
